timestamp,x,y,z
7870,0.084,-0.006,0.006
7880,0.092,-0.001,0.017
7890,0.062,0.001,-0.004
7900,0.072,-0.016,0.022
7910,0.071,-0.003,0.019
7920,0.072,-0.005,-0.001
7930,0.055,-0.006,0.011
7940,0.069,0.002,-0.011
7950,0.056,0.01,0.032
7960,0.069,-0.015,-0.007
7970,0.068,-0.012,0
7980,0.048,0.014,0.038
7990,0.063,0.003,-0.021
8000,0.08,-0.013,0.034
8010,0.102,-0.009,0
8020,0.084,0.002,0.016
8030,0.065,0.009,0.01
8040,0.086,0.021,-0.008
8050,0.106,-0.006,-0.007
8060,0.096,-0.007,-0.005
8070,0.089,-0.004,-0.019
8080,0.104,-0.012,0.079
8090,0.078,-0.004,0.035
8100,0.048,-0.001,0.042
8110,0.071,-0.018,0.032
8120,0.066,0.012,0.036
8130,0.065,0.006,0.024
8140,0.099,0.03,0.04
8150,0.096,-0.005,0.043
8160,0.093,0.006,0.059
8170,0.09,-0.009,0.014
8180,0.089,0.01,0.041
8190,0.068,0.009,0.04
8200,0.079,-0.007,-0.001
8210,0.109,0.018,0.041
8220,0.077,0.003,0.024
8230,0.078,0.006,0.034
8240,0.098,0.025,0.031
8250,0.099,0.014,0.037
8260,0.062,-0.019,-0.002
8270,0.072,-0.005,0.044
8280,0.073,0.006,0.05
8290,0.077,0.002,-0.004
8300,0.086,0,0.001
8310,0.092,0.006,0.026
8320,0.096,0.003,0.052
8330,0.062,0.005,0.047
8340,0.069,-0.013,0.008
8350,0.073,-0.011,0.024
8360,0.071,-0.005,0.059
8370,0.09,-0.005,-0.006
8380,0.069,-0.005,0.006
8390,0.073,0.013,-0.001
8400,0.044,-0.018,-0.008
8410,0.092,0.001,0.038
8420,0.089,-0.01,0.025
8430,0.072,-0.006,0.044
8440,0.071,-0.021,0.002
8450,0.11,0.02,0.04
8460,0.08,0.006,0.002
8470,0.072,0.018,-0.008
8480,0.093,-0.003,0.001
8490,0.066,-0.007,0.008
8500,0.085,0.001,0.028
8510,0.098,0.015,0.05
8520,0.106,0.003,0.023
8530,0.041,-0.006,0.043
8540,0.096,-0.034,0.001
8550,0.085,-0.005,0.011
8560,0.071,-0.001,0.043
8570,0.062,0.006,0.004
8580,0.106,-0.007,0.025
8590,0.094,0.001,0.001
8600,0.073,-0.009,0.037
8610,0.083,-0.022,0.023
8620,0.079,-0.005,-0.007
8630,0.063,0.002,0.01
8640,0.086,0.003,-0.008
8650,0.122,0.002,-0.012
8660,0.083,-0.01,0.022
8670,0.061,0.005,0.026
8680,0.072,0,-0.006
8690,0.062,-0.01,-0.001
8700,0.075,-0.015,0.006
8710,0.086,0.005,-0.025
8720,0.094,-0.01,-0.011
8730,0.06,-0.004,-0.021
8740,0.066,0.015,0.01
8750,0.121,0.007,0.004
8760,0.048,0.007,0.014
8770,0.091,0.013,-0.002
8780,0.099,-0.01,-0.012
8790,0.075,0.009,0.018
8800,0.092,0.009,0.023
8810,0.084,0.01,0.007
8820,0.074,-0.031,0.018
8830,0.073,-0.024,0.029
8840,0.089,-0.005,0.02
8850,0.114,0.01,0.025
8860,0.093,-0.016,0.013
8870,0.105,-0.013,0.008
8880,0.086,0.025,0.04
8890,0.091,0.014,0.018
8900,0.069,0.02,-0.002
8910,0.062,-0.007,0.028
8920,0.071,-0.012,0.03
8930,0.084,-0.003,0.005
8940,0.091,0.001,0.04
8950,0.106,0.019,0.041
8960,0.062,-0.009,0.024
